Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
⁵³	⁵³ +	3 _	Tone Marker	1437	U+2075 U+00B3	"so⁵³mo¹³,tshe⁵⁵pa⁵³ŋa⁵⁵,vᴀ³¹phɯ⁵³sᴀ³³"	Anong,BijiangNusu,BlackLahu,DaliBai,Darang,Guiqiong,Idu,Kaman,KhamsTibetan,LhasaTibetan,MamaTshona,Muya,Namuyi,RangoonBurmese,Sulong,TaobaPumi,Trung,Tujia,Xumi,YajiangQueyu
⁵¹	⁵¹ +	3 _	Tone Marker	155	U+2075 U+00B9	"juʔ²¹ke⁵¹tso²¹,miaŋ⁵¹sen⁵⁵tin³¹,pum⁵¹toŋ²¹"	Achang,Atsi,CaiyuanHani,Idu,Jingpho,Lisu,TaopingQiang
⁵⁴	⁵⁴ +	3 _	Tone Marker	41	U+2075 U+2074	"mɛ⁵⁴ɣə³⁵,nᴀ⁵⁴mə³¹,ɣᴀ⁵⁴mᴀ³³qu³³"	BlackLahu,LhasaTibetan
⁵⁵	⁵⁵ +	5 _	Tone Marker	9423	U+2075 U+2075	"liɑ⁵⁵kɯ³¹beŋ⁵⁵,pit⁵⁵ti³⁵,ɕu⁵⁵ɹɑi⁵⁵"	Achang,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MamaTshona,Maru,MileYi,MojiangYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,TaobaPumi,TaopingQiang,Trung,Tujia,XideYi,Xumi,YajiangQueyu,YongningNaxi
53$	⁵³	3	Tone	1	U+0035 U+0033 U+0024	"sa¹³xho 53"	KhamsTibetan
5³¹	t ³¹ +	T 3 _	Consonant Tone Marker	1	U+0035 U+00B3 U+00B9	"tʃă³¹pho5³¹ʃat³¹"	Jingpho
^ai	a i	A I	Vowel Vowel	4	U+005E U+0061 U+0069	"ai³¹tsɿ̄³¹,ai⁵⁵,ai⁵⁵tsa⁵⁵"	CaiyuanHani,Tujia
^au	a u	A Y	Vowel Vowel	7	U+005E U+0061 U+0075	"au³¹,auŋ³¹,au⁵⁵khɯ⁵⁵"	Achang,Atsi,Maru,Tujia
^aː	aː	A	Vowel	3	U+005E U+0061 U+02D0	"aː lo,aː luŋ,aː◦to"	BokarLhoba
^a̱	a̠/a	A	Vowel	3	U+005E U+0061 U+0331	"a̱³¹,a̱³¹tsv̩³¹,a̱◦u³¹"	CaiyuanHani,DazhaiHani,Maru
^bh	bʰ	P	Consonant	10	U+005E U+0062 U+0068	"bhi³,bhɑ²thɑ²,bhɔ³luṁ³"	WrittenBurmese
^bs	b s	P S	Consonant Consonant	2	U+005E U+0062 U+0073	"bsam,bsil po"	WrittenTibetan
^bɕ	b ɕ	P S	Consonant Consonant	2	U+005E U+0062 U+0255	"bɕad,bɕu"	WrittenTibetan
^bʐ	b ʐ	P S	Consonant Consonant	20	U+005E U+0062 U+0290	"bʐe,bʐɛ tɕɯu,bʐɿ̄³³"	DanbaErgong,MawoQiang,QinghuaPumi,TaobaPumi,TaopingQiang
^bʑ	b ʑ	P S	Consonant Consonant	11	U+005E U+0062 U+0291	"bʑi,bʑo la,bʑu mar"	DanbaErgong,WrittenTibetan
^bʒ	b ʒ	P S	Consonant Consonant	2	U+005E U+0062 U+0292	"bʒɑ⁵⁵,bʒɛ¹³tʃə⁵⁵"	QinghuaPumi
^cc	cç	C	Consonant	1	U+005E U+0063 U+0063	"cco mu"	MaerkangrGyalrong
^ch	cʰ	C	Consonant	36	U+005E U+0063 U+0068	"cheʔ⁵³raŋ¹⁵,chi⁵³,chɛʔ⁵³sum⁵³"	LhasaTibetan,MamaTshona,Sulong
^dw	dʷ	T	Consonant	2	U+005E U+0064 U+0077	"dwaŋs ma,dwaŋs po"	WrittenTibetan
^dz	dz	C	Consonant	408	U+005E U+0064 U+007A	"dze³³bə³¹,dzy³⁵,dzɐ⁵⁵hɔ̃³³"	AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BlackLahu,DafangYi,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,Kaman,KhamsTibetan,LijiangNaxi,Lisu,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,Sulong,TaobaPumi,TaopingQiang,Trung,XideYi,Xumi,YajiangQueyu,YongningNaxi
^dʐ	ɖʐ	C	Consonant	230	U+005E U+0064 U+0290	"dʐo³³kᴀ̱⁵⁵,dʐoŋ◦tɕher,dʐu̵⁵³"	Anong,BijiangBai,BijiangNusu,DanbaErgong,Ersu,Guiqiong,KhamsTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,TaobaPumi,TaopingQiang,XideYi,Xumi,YajiangQueyu,YongningNaxi
^dʑ	dʑ	C	Consonant	542	U+005E U+0064 U+0291	"dʑariʔ,dʑe oː,dʑe³⁵kha⁵³"	Anong,BijiangBai,BijiangNusu,BokarLhoba,DafangYi,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,Kaman,KhamsTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,Sulong,TaobaPumi,TaopingQiang,Trung,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^dʒ	dʒ	T	Consonant	87	U+005E U+0064 U+0292	"dʒo³¹tʃhɛ⁵⁵,dʒə¹³pu⁵⁵,dʒɿ³⁵sɛ⁵⁵"	Ersu,Guiqiong,Lisu,MawoQiang,Namuyi,QinghuaPumi,TaopingQiang,Xumi
^eʴ	e˞	E	Vowel	3	U+005E U+0065 U+02B4	"eʴ³³,eʴ³³mi⁴²no³³,eʴ⁵⁵ɕi⁵⁵mi⁴²"	DaliBai,Sulong
^e̱	e̠/e	E	Vowel	1	U+005E U+0065 U+0331	"e̱⁵¹"	Atsi
^fh	fʰ	B	Consonant	1	U+005E U+0066 U+0068	"fhɑʴ³⁵"	BijiangNusu
^gs	g s	K S	Consonant Consonant	6	U+005E U+0067 U+0073	"gsal po,gsar pa,gser"	WrittenTibetan
^gw	gʷ	K	Consonant	2	U+005E U+0067 U+0077	"gwɑʴ⁵³,gwɑ⁵⁵"	Trung
^gɕ	g ɕ	K S	Consonant Consonant	3	U+005E U+0067 U+0255	"gɕag,gɕaɦ dkaɦ,gɕog pa"	WrittenTibetan
^gʐ	g ʐ	K S	Consonant Consonant	12	U+005E U+0067 U+0290	"gʐə su,gʐə tsu,gʐəʂ"	DanbaErgong,MawoQiang
^gʑ	g ʑ	K S	Consonant Consonant	9	U+005E U+0067 U+0291	"gʑes niŋ lo,gʑon gʑon,gʑuŋ lam"	WrittenTibetan
^hs	sʰ	S	Consonant	88	U+005E U+0068 U+0073	"hso⁵³,hsɑ³,hsɛ⁵³tiʔ⁴⁴"	AmdoTibetanBlabrang,RangoonBurmese,WrittenBurmese
^hw	hʷ	H	Consonant	17	U+005E U+0068 U+0077	"hwaŋ ka,hwe tɕha,hwɛʔ⁴⁴"	AmdoTibetanBlabrang,AmdoTibetanZeku,MaerkangrGyalrong,RangoonBurmese,WrittenBurmese
^hʐ	h ʐ	H S	Consonant Consonant	1	U+005E U+0068 U+0290	"hʐai⁵⁵"	Achang
^hʑ	h ʑ	H S	Consonant Consonant	12	U+005E U+0068 U+0291	"hʑak,hʑi,hʑə kə"	AmdoTibetanBlabrang
^ia	j a	J A	Consonant Vowel	3	U+005E U+0069 U+0061	"ian¹³tsɿ³¹,ia³¹,ia⁵⁵spɑ⁵⁵"	QinghuaPumi,TaopingQiang
^ie	j e	J E	Consonant Vowel	4	U+005E U+0069 U+0065	"ie³¹n̥i̱⁵³,ie³¹ȵi³⁵,ie³⁵ɑ⁵⁵"	BijiangNusu
^io	j o	J U	Consonant Vowel	2	U+005E U+0069 U+006F	"io³³ɕe⁵⁵,io³¹mɯn⁵⁵"	Anong,Muya
^i̱	i̠/i	I	Vowel	4	U+005E U+0069 U+0331	"i̱k⁵⁵,i̱²¹vi²¹,i̱³³"	DazhaiHani,Maru,NanjianYi
^jw	jʷ	J	Consonant	3	U+005E U+006A U+0077	"jwe⁵⁵,jwɑ²²"	RangoonBurmese
^kh	kʰ	K	Consonant	1586	U+005E U+006B U+0068	"kha tɕhə,kho¹³thɛ⁵⁵,khroŋ⁵³"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,TaobaPumi,TaopingQiang,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ks	k s	K S	Consonant Consonant	1	U+005E U+006B U+0073	"ksər po"	MaerkangrGyalrong
^kw	kʷ	K	Consonant	11	U+005E U+006B U+0077	"kwe⁵⁵cɑ⁵⁵,kwɑn⁵⁵,kwɛ⁵⁵"	AmdoTibetanBlabrang,AmdoTibetanZeku,RangoonBurmese,Trung,WrittenBurmese,WrittenTibetan
^kʂ	k ʂ	K S	Consonant Consonant	1	U+005E U+006B U+0282	"kʂi kʂaŋ"	DanbaErgong
^kʐ	k ʐ	K S	Consonant Consonant	21	U+005E U+006B U+0290	"kʐai⁵⁵,kʐə³¹,kʐəŋ³¹"	Achang,DanbaErgong
^kʒ	k ʒ	K S	Consonant Consonant	7	U+005E U+006B U+0292	"kʒa̱n³³,kʒa̱³¹,kʒu̱ʔ⁵⁵"	Jingpho
^kʰ	kʰ	K	Consonant	10	U+005E U+006B U+02B0	"kʰa³³,kʰe³³,kʰɯ³³"	BijiangNusu,BlackLahu,LijiangNaxi,Lisu,NanjianYi,XideYi
^lh	lʰ	L	Consonant	7	U+005E U+006C U+0068	"lhags pa rgjag,lham,lho"	WrittenTibetan
^lw	lʷ	L	Consonant	5	U+005E U+006C U+0077	"lwɑŋ²prɑŋ²,lwɪ̃²²pjɪ̃²²,lwɯ"	DanbaErgong,RangoonBurmese,WrittenBurmese
^lʒ	l ʒ	L S	Consonant Consonant	1	U+005E U+006C U+0292	"lʒe"	DanbaErgong
^l̥	l̥	L	Consonant	25	U+005E U+006C U+0325	"l̥ap⁵⁵,l̥v̩³¹,l̥ɔ³¹"	Achang,NanjianYi,ShuikuiHani,XideYi
^l̩	l̩/l	L	Consonant	9	U+005E U+006C U+0329	"l̩³³,l̩³³ma⁵⁵,l̩³³ɬɯ²¹"	NanjianYi,XideYi
^mb	ⁿb	P	Consonant	95	U+005E U+006D U+0062	"mbo bo,mbor so,mbʐu"	AmdoTibetanZeku,DafangYi,DanbaErgong,Guiqiong,Idu,KhamsTibetan,LijiangNaxi,MaerkangrGyalrong,Muya,Namuyi,XideYi,YajiangQueyu
^mw	m w	M W	Consonant Consonant	3	U+005E U+006D U+0077	"mwe²²,mwe³,mwe⁵⁵"	RangoonBurmese,WrittenBurmese
^mʐ	m ʐ	M S	Consonant Consonant	16	U+005E U+006D U+0290	"mʐi¹³,mʐɐ¹³qɑ¹³ʐɑ¹³,mʐɐ⁵⁵ʂə¹³"	Achang,Namuyi,QinghuaPumi
^m̥	m̥	M	Consonant	82	U+005E U+006D U+0325	"m̥ɔ³⁵,m̥ɪ̃⁵⁵khuẽ⁵⁵,m̥ɯi⁵⁵"	Achang,Anong,BijiangNusu,Jinuo,KhamsTibetan,QinghuaPumi,RangoonBurmese,TaobaPumi,XideYi,Xumi,YajiangQueyu
^m̩	m̩/m	M	Consonant	89	U+005E U+006D U+0329	"m̩³¹ȵɯŋ³¹,m̩³¹ʐɿ⁵⁵,m̩³⁵jɑ³¹"	Anong,BijiangNusu,DafangYi,Darang,Ersu,Idu,NanjianYi,XideYi
^nd	ⁿd	T	Consonant	248	U+005E U+006E U+0064	"nda³³ra⁵⁵,ndɐ⁵³,ndʐe³³tshɛ³⁵"	AmdoTibetanBlabrang,AmdoTibetanZeku,DafangYi,DanbaErgong,Ersu,Guiqiong,Idu,KhamsTibetan,LijiangNaxi,MaerkangrGyalrong,Muya,Namuyi,XideYi,YajiangQueyu,YongningNaxi
^nh	nʰ	N	Consonant	1	U+005E U+006E U+0068	"nh¹³stʃhə⁵⁵"	QinghuaPumi
^nw	n w	N W	Consonant Consonant	10	U+005E U+006E U+0077	"nwe²û³,nwe⁵⁵,nwɑ⁵⁵"	RangoonBurmese,WrittenBurmese
^nɕ	n ɕ	N S	Consonant Consonant	1	U+005E U+006E U+0255	"nɕɯ pho"	DanbaErgong
^n̥	n̥	N	Consonant	91	U+005E U+006E U+0325	"n̥ɑ⁵³mɑ⁵³,n̥ɑ⁵³ɑ³¹,n̥ə⁵⁵"	Achang,BijiangNusu,Darang,Jinuo,KhamsTibetan,QinghuaPumi,RangoonBurmese,TaobaPumi,XideYi,Xumi,YajiangQueyu
^n̩	n̩/n	N	Consonant	14	U+005E U+006E U+0329	"n̩²¹tɕi⁵⁵n̩³³,n̩³³du⁵⁵kɑ⁵⁵,n̩⁵⁵hu²¹"	DafangYi,Darang,NanjianYi
^n̯	n	N	Consonant	1	U+005E U+006E U+032F	"n̯ɔŋ³⁵"	Achang
^oi	o i	U I	Vowel Vowel	2	U+005E U+006F U+0069	"oi³⁵,oi⁵⁵"	Achang
^ou	o u	U Y	Vowel Vowel	7	U+005E U+006F U+0075	"ou²¹meʴ³⁵,ou³¹,ou⁴²"	DaliBai,JianchuanBai
^ph	pʰ	P	Consonant	1078	U+005E U+0070 U+0068	"phi³⁵mə⁵³,pho⁵³,phu³¹lo³¹"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,TaobaPumi,TaopingQiang,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ps	p s	P S	Consonant Consonant	3	U+005E U+0070 U+0073	"psɿ⁵⁵,psɿ⁵⁵ma⁵⁵ȵi⁵⁵zɑ⁵⁵"	Ersu
^pw	pʷ	P	Consonant	3	U+005E U+0070 U+0077	"pw³¹nɑm⁵⁵,pwĩ⁵³,pwɑŋ¹"	RangoonBurmese,Trung,WrittenBurmese
^pʂ	p ʂ	P S	Consonant Consonant	2	U+005E U+0070 U+0282	"pʂi,pʂɿ⁵⁵"	DanbaErgong,Ersu
^pʐ	p ʐ	P S	Consonant Consonant	19	U+005E U+0070 U+0290	"pʐa³¹pʐa³¹,pʐaŋ⁵⁵tai⁵⁵,pʐə³⁵ʑɛ⁵³"	Achang,QinghuaPumi,TaobaPumi,TaopingQiang
^pʒ	p ʒ	P S	Consonant Consonant	14	U+005E U+0070 U+0292	"pʒau⁵⁵,pʒut⁵⁵,pʒɯ¹³tsə⁵⁵ʂə⁵⁵gɑ̃u¹³"	Jingpho,QinghuaPumi
^pʰ	pʰ	P	Consonant	9	U+005E U+0070 U+02B0	"pʰa²¹pʰi̱³³,pʰɑ³³me³³,pʰᴀ³³ni²¹"	BlackLahu,LijiangNaxi,MileYi,NanhuaYi,NanjianYi,XideYi
^pʴ	p	P	Consonant	1	U+005E U+0070 U+02B4	"pʴɔ̱⁵³"	BijiangNusu
^qh	qʰ	K	Consonant	163	U+005E U+0071 U+0068	"qho⁵⁵ʐy⁵⁵,qhuəʴ⁵³,qhə qhəʴ"	BijiangBai,BlackLahu,DanbaErgong,Guiqiong,MawoQiang,Muya,Namuyi,QinghuaPumi,TaopingQiang,Xumi,YajiangQueyu
^qʰ	qʰ	K	Consonant	1	U+005E U+0071 U+02B0	"qʰɛ⁵³sᴀ¹¹di³¹"	BlackLahu
^rw	r w	R W	Consonant Consonant	4	U+005E U+0072 U+0077	"rwa tɕo,rwe³,rwɑ²"	WrittenBurmese,WrittenTibetan
^rɕ	r ɕ	R S	Consonant Consonant	1	U+005E U+0072 U+0255	"rɕək ka"	AmdoTibetanZeku
^r̊	r̥	R	Consonant	1	U+005E U+0072 U+030A	"r̊ə"	MawoQiang
^r̥	r̥	R	Consonant	1	U+005E U+0072 U+0325	"r̥tsa"	MawoQiang
^sh	ɕ	S	Consonant	102	U+005E U+0073 U+0068	"she⁵⁵bo⁵³,shok ra,shu⁵³"	AmdoTibetanBlabrang,AmdoTibetanZeku,BijiangNusu,DanbaErgong,KhamsTibetan,RangoonBurmese,WrittenBurmese
^sw	s w	S W	Consonant Consonant	3	U+005E U+0073 U+0077	"swe le,swi,swɑ³¹tsɯ⁵⁵"	DanbaErgong,MaerkangrGyalrong,Trung
^sʐ	s ʐ	S S	Consonant Consonant	2	U+005E U+0073 U+0290	"sʐo,sʐɛm"	DanbaErgong
^th	tʰ	T	Consonant	1118	U+005E U+0074 U+0068	"thi³¹liɑŋ⁵⁵,thi³¹mu⁵⁵,tho³⁵|li⁵³"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,TaobaPumi,TaopingQiang,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^ts	ts	C	Consonant	1163	U+005E U+0074 U+0073	"tso⁴⁴tɕi³¹,tsv³³,tsɛ⁵⁵mo²¹"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^tw	t w	T W	Consonant Consonant	6	U+005E U+0074 U+0077	"twe¹,twe⁵³,twɛʔ⁴⁴"	RangoonBurmese,WrittenBurmese
^tɕ	tɕ	C	Consonant	1003	U+005E U+0074 U+0255	"tɕak lam,tɕa⁵⁵,tɕo³³qo⁵⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BokarLhoba,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^tʂ	ʈʂ	C	Consonant	388	U+005E U+0074 U+0282	"tʂaŋ me,tʂu³⁵,tʂuə³¹tsɿ³³"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,BijiangBai,BijiangNusu,BokarLhoba,DanbaErgong,Ersu,Guiqiong,KhamsTibetan,LhasaTibetan,LijiangNaxi,MaerkangrGyalrong,MamaTshona,MawoQiang,MileYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,TaobaPumi,TaopingQiang,XideYi,Xumi,YajiangQueyu,YongningNaxi
^tʃ	tʃ	T	Consonant	295	U+005E U+0074 U+0283	"tʃoi³³sī³¹,tʃun⁵⁵,tʃɯ³³ɬɯ³³"	Atsi,Ersu,Guiqiong,Jingpho,Jinuo,Lisu,MaerkangrGyalrong,Maru,MawoQiang,QinghuaPumi,ShuikuiHani,TaopingQiang,Xumi
^tʰ	tʰ	T	Consonant	14	U+005E U+0074 U+02B0	"tʰu³³,tʰɑ³¹,tʰᴀ̱²¹me̱³³"	BijiangNusu,BlackLahu,DafangYi,Jinuo,Lisu,MileYi,MojiangYi,NanhuaYi,NanjianYi,XideYi
^ua	w a	W A	Consonant Vowel	13	U+005E U+0075 U+0061	"ua²¹,ua³³tsɿ⁵⁵,ua³¹ɬe³³pha¹³"	Achang,DafangYi,LijiangNaxi,Namuyi,YongningNaxi
^ue	w e	W E	Consonant Vowel	11	U+005E U+0075 U+0065	"ue²¹,ue⁴²,ue⁴⁴"	BijiangBai,BijiangNusu,DaliBai,LijiangNaxi
^u̱	u̠/u	Y	Vowel	12	U+005E U+0075 U+0331	"u̱³¹,u̱³¹ji³¹,u̱³¹tsi̱p⁵⁵"	DazhaiHani,Jingpho,Maru
^vɕ	v ɕ	B S	Consonant Consonant	7	U+005E U+0076 U+0255	"vɕi,vɕɛ,vɕɛ pa"	DanbaErgong
^vʐ	v ʐ	B S	Consonant Consonant	2	U+005E U+0076 U+0290	"vʐa,vʐɛ"	DanbaErgong
^vʑ	v ʑ	B S	Consonant Consonant	4	U+005E U+0076 U+0291	"vʑɛ,vʑɛʴ"	DanbaErgong
^v̩	v̩	B	Consonant	30	U+005E U+0076 U+0329	"v̩³³,v̩³¹,v̩³¹kha̱³³"	CaiyuanHani,DaliBai,JianchuanBai,ShuikuiHani
^v̱	v̠	B	Consonant	2	U+005E U+0076 U+0331	"v̱³³"	CaiyuanHani,ShuikuiHani
^wh	wʰ	W	Consonant	1	U+005E U+0077 U+0068	"wh rəm"	AmdoTibetanZeku
^ws	w s	W S	Consonant Consonant	11	U+005E U+0077 U+0073	"wsə len,wsɯ,wsɯ wsɯ"	AmdoTibetanZeku,DanbaErgong
^wɕ	w ɕ	W S	Consonant Consonant	25	U+005E U+0077 U+0255	"wɕa wo,wɕal,wɕə"	AmdoTibetanZeku,DanbaErgong
^wʐ	w ʐ	W S	Consonant Consonant	7	U+005E U+0077 U+0290	"wʐɯ rgo,wʐɯ sqha,wʐɯ wʐe"	DanbaErgong
^wʑ	w ʑ	W S	Consonant Consonant	16	U+005E U+0077 U+0291	"wʑi,wʑə ptɕə,wʑək kə"	AmdoTibetanZeku,DanbaErgong
^xh	xʰ	G	Consonant	54	U+005E U+0078 U+0068	"xha⁵³m̥en⁵⁵,xhok,xho⁵⁵xu⁵³"	AmdoTibetanBlabrang,AmdoTibetanZeku,KhamsTibetan
^xw	x w	G W	Consonant Consonant	1	U+005E U+0078 U+0077	"xwɑ⁵⁵sen⁵⁵"	Trung
^xʐ	x ʐ	G S	Consonant Consonant	4	U+005E U+0078 U+0290	"xʐoʔ⁵⁵,xʐoʔ⁵⁵pau⁵¹l̥ɔ³⁵,xʐua⁵⁵"	Achang
^zh	zʰ	S	Consonant	4	U+005E U+007A U+0068	"zhe³,zhe³khjo²,zhe³kri³"	WrittenBurmese
^zʐ	z ʐ	S S	Consonant Consonant	1	U+005E U+007A U+0290	"zʐɯ"	DanbaErgong
^ø̃	ø̃	U	Vowel	1	U+005E U+00F8 U+0303	"ø̃¹⁵pa⁵³"	LhasaTibetan
^ø̱	ø̠/ø	U	Vowel	1	U+005E U+00F8 U+0331	"ø̱³¹"	DazhaiHani
^ŋg	ⁿg	K	Consonant	80	U+005E U+014B U+0067	"ŋgo⁵⁵m̥³³,ŋgu³³ɬi⁵⁵,ŋgv³¹sɯ³³"	DafangYi,DanbaErgong,LijiangNaxi,Muya,Namuyi,XideYi
^ŋw	ŋʷ	N	Consonant	2	U+005E U+014B U+0077	"ŋwe²,ŋwe²²"	RangoonBurmese,WrittenBurmese
^ŋ̊	ŋ̊	N	Consonant	18	U+005E U+014B U+030A	"ŋ̊eŋ³⁵the⁵⁵,ŋ̊ɛʔ⁴⁴,ŋ̊ɛʔ⁴⁴phjɑ⁵⁵"	Achang,Anong,BijiangNusu,Darang,KhamsTibetan,RangoonBurmese,YajiangQueyu
^ŋ̩	ŋ̍	N	Consonant	9	U+005E U+014B U+0329	"ŋ̩³¹di³¹phɯ⁵⁵,ŋ̩³¹khuɑŋ³¹,ŋ̩⁵⁵"	Anong,Ersu
^ŭʴ	u˞̆/u˞	Y	Vowel	5	U+005E U+016D U+02B4	"ŭʴ⁵⁵,ŭʴ⁵⁵pɔŋ⁵³,ŭʴ⁵⁵tɔŋ⁵³"	Trung
^ȵw	ɲʷ	N	Consonant	1	U+005E U+0235 U+0077	"ȵwa dkris"	WrittenTibetan
^ȵʑ	ɲ ʑ	N S	Consonant Consonant	1	U+005E U+0235 U+0291	"ȵʑɛ"	DanbaErgong
^ȵ̥	ɲ̊	N	Consonant	30	U+005E U+0235 U+0325	"ȵ̥aŋ³¹tuʔ³¹,ȵ̥ot⁵⁵mui³¹,ȵ̥o⁵⁵jɔ²²"	Achang,Anong,KhamsTibetan,RangoonBurmese,TaobaPumi,YajiangQueyu
^ȵ̩	ɲ̩	N	Consonant	2	U+005E U+0235 U+0329	"ȵ̩²¹tsi³³,ȵ̩³¹tshɯ⁵⁵"	Anong,XideYi
^ɑi	ɑ i	A I	Vowel Vowel	1	U+005E U+0251 U+0069	"ɑi⁵⁵"	Kaman
^ɑu	ɑ u	A Y	Vowel Vowel	7	U+005E U+0251 U+0075	"ɑuʔ⁴⁴,ɑu⁵³mɑ³¹,ɑu⁵³phɑ³¹"	Anong,RangoonBurmese
^ɑ̃	ɑ̃	A	Vowel	5	U+005E U+0251 U+0303	"ɑ̃²²,ɑ̃¹³,ɑ̃⁵⁵"	Guiqiong,JianchuanBai,QinghuaPumi,RangoonBurmese
^ɑ̆	ɑ̆/ɑ	A	Vowel	6	U+005E U+0251 U+0306	"ɑ̆l⁵³,ɑ̆ŋ⁵³,ɑ̆ŋ⁵⁵nĭŋ⁵⁵"	Trung
^ɑṁ	ã	A	Vowel	1	U+005E U+0251 U+1E41	"ɑṁ²"	WrittenBurmese
^ɔ̃	ɔ̃	U	Vowel	1	U+005E U+0254 U+0303	"ɔ̃⁵⁵"	Xumi
^ɕh	ɕʰ	S	Consonant	39	U+005E U+0255 U+0068	"ɕhe⁵³,ɕhi⁵³,ɕhɯ ɕhɯ"	BijiangNusu,DanbaErgong,KhamsTibetan
^ɕw	ɕʷ	S	Consonant	4	U+005E U+0255 U+0077	"ɕwa ba,ɕwe²²,ɕwe²²phɑ⁵³jõ²²"	RangoonBurmese,WrittenTibetan
^əu	ə u	E Y	Vowel Vowel	1	U+005E U+0259 U+0075	"əu"	MawoQiang
