Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
ȵ	ȵ	N	Consonant	977	U+0235	"htɕak ȵək,ɑ¹hȵɔŋ¹,ʂeʴ³³ȵe²¹"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,MawoQiang,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
ȶ	ȶ	T	Consonant	79	U+0236	"a³³mə³³tɕyȶ⁵³,aŋ³³po³³ɕiȶ³³,vəȶ³³"	Sulong
ɐ	ɐ	E	Vowel	884	U+0250	"kɐ³⁵rə⁵³,ŋuɐ⁵⁵li⁵⁵mei³⁵,ʁɛ³³gɐ⁵⁵"	DanbaErgong,Jinuo,KhamsTibetan,MaerkangrGyalrong,Muya,QinghuaPumi,TaobaPumi,Xumi,YajiangQueyu
ɑ	ɑ	A	Vowel	6869	U+0251	"ngɑ⁵⁵tsɿ⁵⁵,uɑ²¹tɯ²¹,zɿ⁵⁵nɑ⁵⁵"	AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BokarLhoba,DafangYi,DaliBai,Darang,Ersu,Guiqiong,Idu,JianchuanBai,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MawoQiang,MojiangYi,Muya,Namuyi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaopingQiang,Trung,Tujia,WrittenBurmese,XideYi,Xumi,YajiangQueyu,YongningNaxi
ɒ	ɒ	O	Vowel	157	U+0252	"khɒ²¹,khɒ³³lu³³,kɒ¹³"	DafangYi,Idu,MojiangYi,NanjianYi,XideYi
ɔ	ɔ	U	Vowel	2459	U+0254	"dʑɔ¹³phu⁵⁵,jɔ²²,ndɔ²¹"	Achang,AmdoTibetanZeku,Anong,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DanbaErgong,DazhaiHani,Guiqiong,Idu,Jinuo,LhasaTibetan,MamaTshona,Maru,Muya,Namuyi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,Trung,WrittenBurmese,XideYi,Xumi,YongningNaxi
ɕ	ɕ	S	Consonant	642	U+0255	"jɯ⁴⁴ɕo³¹,nɑ³¹ɕi³³,tɕhi³³ɕe̱³³"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BokarLhoba,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
ɖ	ɖ	T	Consonant	27	U+0256	"jɑ⁴²lo³³ɖɯ⁴²,ɕo⁵⁵ɖɯ⁴²,ɖɯ⁴²ne²¹ɖɯ⁴²qho³³"	Anong,BijiangBai,DafangYi,MileYi
ə	ə	E	Vowel	3679	U+0259	"mdʐək,ɕək,ɣdə ɣso"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,DafangYi,DanbaErgong,Ersu,Idu,Jinuo,LhasaTibetan,LijiangNaxi,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,Namuyi,QinghuaPumi,Sulong,TaobaPumi,TaopingQiang,Tujia,XideYi,Xumi,YajiangQueyu,YongningNaxi
ɛ	ɛ	E	Vowel	3670	U+025B	"mbɛ⁵⁵,miɛ⁵⁵,ʃo³³ngɛ⁵⁵"	Anong,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DanbaErgong,Ersu,Guiqiong,JianchuanBai,Jinuo,KhamsTibetan,LhasaTibetan,Lisu,MamaTshona,Maru,MileYi,MojiangYi,Muya,Namuyi,NanhuaYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,Trung,XideYi,Xumi,YajiangQueyu
ɟ	ɟ	C	Consonant	80	U+025F	"a³³ɟiek³³,ptɕop ɟjal,tɐ ɟjə"	AmdoTibetanZeku,MaerkangrGyalrong,NanjianYi,Sulong,Trung
ɣ	ɣ	G	Consonant	450	U+0263	"ko̱²¹ɣo²¹,le̱²¹ɣɯ²¹,ŋɔ³³ȵi̱³¹ɣɔ³¹"	AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BlackLahu,DafangYi,DaliBai,DanbaErgong,DazhaiHani,Ersu,Guiqiong,JianchuanBai,Jinuo,KhamsTibetan,LijiangNaxi,Lisu,Maru,MawoQiang,MileYi,MojiangYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,ShuikuiHani,Sulong,TaobaPumi,Tujia,XideYi,Xumi,YajiangQueyu,YongningNaxi
ɤ	ɤ	E	Vowel	241	U+0264	"mɔ³¹ŋɤ⁵⁵,tshɤ⁵⁵,tshɤ⁵⁵tsi³¹"	CaiyuanHani,DazhaiHani,Jinuo,Lisu,MawoQiang,QinghuaPumi,ShuikuiHani
ɦ	ɦ	H	Consonant	77	U+0266	"jup ɦum jɯŋ,khaɦi ȵìn ka,ʔa tɕeɦi ʔa ma"	BokarLhoba,DanbaErgong,Idu,MojiangYi,Namuyi,Sulong,WrittenTibetan,Xumi
ɨ	ɨ	I	Vowel	22	U+0268	"thə³⁵tɕɨ³⁵,tɕɨ⁵³kuɛ⁵⁵,tɕɨ⁵³pɐ⁵⁵rɛ̃⁵⁵"	TaobaPumi
ɬ	ɬ	L	Consonant	224	U+026C	"sø³³ɬɔ³³,vo⁵⁵ɬɯ²¹,ʁo³³ɬo³⁵"	AmdoTibetanBlabrang,AmdoTibetanZeku,BijiangNusu,DafangYi,Darang,Ersu,Jinuo,KhamsTibetan,LhasaTibetan,MamaTshona,MawoQiang,MileYi,MotuoTsangla,Namuyi,QinghuaPumi,RangoonBurmese,TaobaPumi,XideYi,Xumi,YajiangQueyu,YongningNaxi
ɮ	ɮ	L	Consonant	1	U+026E	"ɦɔ ɮi"	DanbaErgong
ɯ	ɯ	I	Vowel	4623	U+026F	"heʴn³³lɯk³³,khɯ⁵⁵,tho⁵⁵ŋgɯ³⁵"	Anong,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Guiqiong,Idu,JianchuanBai,Jinuo,Kaman,LijiangNaxi,Lisu,MamaTshona,MileYi,MojiangYi,Muya,NanhuaYi,NanjianYi,QinghuaPumi,ShuikuiHani,Sulong,TaobaPumi,Trung,Tujia,XideYi,Xumi,YajiangQueyu,YongningNaxi
ɱ	ɱ	M	Consonant	1	U+0271	"tɯɱ⁵⁵"	Trung
ɲ	ɲ	N	Consonant	7	U+0272	"sɯ³¹ɲĭt⁵⁵sɯ³¹lɑ⁵⁵,ɑ¹hɲɔŋ¹htwɑk,ɕi³¹ɲi⁵⁵"	Trung,WrittenBurmese
ɳ	ɳ	N	Consonant	16	U+0273	"gɯ³¹ɳi⁵⁵,ɳi³¹ɳɑ³¹ɑ³¹tɕhuŋ³¹,ʈhɑ³¹ɳɑŋ⁵⁵"	Anong,DafangYi
ɸ	ɸ	B	Consonant	9	U+0278	"dʑe³³ɸo³⁵,liɑ³³ɸɛ̃³⁵,təu ɸu"	Jinuo,MawoQiang,Xumi
ɹ	ɹ	R	Consonant	1172	U+0279	"dɯ³¹ɹi⁵³,ko⁵⁵tsɑ⁵³ɹɑi⁵⁵,phɯ⁵⁵ɹɑi⁵⁵"	Anong,BijiangBai,BijiangNusu,DaliBai,Darang,Idu,Jinuo,Kaman,LijiangNaxi,MawoQiang,Sulong,Trung,YongningNaxi
ɿ	ɿ	I	Vowel	1885	U+027F	"ji⁵⁵tʃɿ⁵⁵,kuŋ⁵⁵tsɿ⁵⁵,ntʂhɿ³³"	Achang,Anong,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Lisu,Maru,Muya,Namuyi,NanhuaYi,NanjianYi,ShuikuiHani,TaopingQiang,Trung,XideYi,Xumi,YongningNaxi
ʁ	ʁ	R	Consonant	102	U+0281	"miɛ³³ʁɛ³³,miɛ⁵⁵ʁɔ̃³³hɔ̃³⁵,tɕhe³³ʁo³¹"	DanbaErgong,MawoQiang,Muya,Namuyi,TaopingQiang,Xumi
ʂ	ʂ	S	Consonant	267	U+0282	"mɑ ʂqe,tʂho⁴⁴ʂɯ³³,ʂo⁵⁵ʂo⁵⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,DanbaErgong,Ersu,Guiqiong,LijiangNaxi,MawoQiang,MileYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,TaobaPumi,TaopingQiang,XideYi,Xumi,YajiangQueyu,YongningNaxi
ʃ	ʃ	S	Consonant	229	U+0283	"lŏ̱̆⁵⁵mo⁵⁵ʃit⁵⁵khjap⁵⁵,nɐ⁴²ʃɯ³³,ɑ⁵⁵ʃɿ³¹"	Anong,Atsi,Darang,Ersu,Guiqiong,Jingpho,Jinuo,Lisu,MaerkangrGyalrong,Maru,QinghuaPumi,ShuikuiHani,TaopingQiang
ʅ	ʅ	I	Vowel	8	U+0285	"ŋ³¹ʅɿ⁵⁵,ʂɿ⁵⁵ʅɿ³¹,ʂʅ⁵⁵"	Anong
ʈ	ʈ	T	Consonant	25	U+0288	"i³³ʈo⁵⁵,sē⁵⁵ʈɯ²¹ɯ⁴⁴,sẽ⁴²do⁴²ʈõ⁵⁵tsi⁴⁴"	BijiangBai,DafangYi,MileYi
ʐ	ʐ	S	Consonant	360	U+0290	"ə³¹bv³³ʐɯ⁵⁵lɯ³³,ɣuɛ⁵⁵ʐɛ⁵⁵,ʐo ʐo"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,DanbaErgong,Ersu,Guiqiong,Idu,KhamsTibetan,LijiangNaxi,MaerkangrGyalrong,MawoQiang,MileYi,Muya,Namuyi,NanjianYi,QinghuaPumi,TaobaPumi,TaopingQiang,XideYi,Xumi,YajiangQueyu,YongningNaxi
ʑ	ʑ	S	Consonant	264	U+0291	"htsa ʑa,tɕɨ⁵³ŋuɐ³⁵ʑi³⁵,ɕɿ⁴⁴ʑɔ³³"	Achang,AmdoTibetanBlabrang,BijiangNusu,DafangYi,DanbaErgong,Ersu,Guiqiong,KhamsTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,NanhuaYi,NanjianYi,Sulong,TaobaPumi,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
ʒ	ʒ	S	Consonant	140	U+0292	"kə ʒglɐt,mi³¹ʒe³³,qa⁵⁵ɣuɑ̃⁵⁵ʒi¹³"	Atsi,Ersu,Guiqiong,Jingpho,Jinuo,Lisu,MaerkangrGyalrong,Maru,QinghuaPumi,ShuikuiHani,TaopingQiang,Xumi
ʔ	ʔ	H	Consonant	1856	U+0294	"laŋ⁵⁵pjɔʔ³¹,mo̱ʔ⁵⁵,tɕɔ³¹xoʔ⁵⁵"	Achang,Anong,Atsi,BijiangNusu,BlackLahu,Idu,Jingpho,KhamsTibetan,LhasaTibetan,MamaTshona,Maru,MotuoTsangla,Namuyi,RangoonBurmese,Trung,WrittenTibetan
β	β	B	Consonant	33	U+03B2	"guɛ⁵⁵βɐ⁵⁵,sə βa,χɑʴβu"	MawoQiang,Xumi
θ	θ	D	Consonant	70	U+03B8	"tθeʔ⁴⁴,tθi²²twĩ²²,tθɑ̃⁵⁵"	RangoonBurmese,Sulong
χ	χ	G	Consonant	89	U+03C7	"bə χtʂi nɑ,lɑ³¹χɑ⁵⁵pi³³,tshɿ⁵⁵χkə³³mə³³"	MawoQiang,Muya,Namuyi,TaopingQiang,Xumi
ᴀ	a	A	Vowel	1302	U+1D00	"ce⁵⁵po⁵³jᴀ¹³,khᴀ⁵⁵li⁵³theʔ⁵³,tɕhi³³be̱³³thᴀ⁵⁵to³³"	BlackLahu,MamaTshona,MileYi,MojiangYi,NanhuaYi
ᴇ	e̞	E	Vowel	28	U+1D07	"sa zdᴇm,tə mə ʃthᴇk,tə phʃᴇ rbo"	MaerkangrGyalrong
ᴜ	u	Y	Vowel	5	U+1D1C	"dawa tɕᴜpa,mu³³ᴜɑ⁴⁴,ŋᴜɑ⁴⁴"	BijiangBai,DaliBai,JianchuanBai,MotuoTsangla,YongningNaxi
ḷ	ḷ/l	L	Consonant	7	U+1E37	"ni³³bu³³ḷ³³,sɿ̄³⁵dza³³ḷ³³ma³³,tɕhi⁵⁵ḷ³³"	NanjianYi,XideYi
ṇ	ṇ/n	N	Consonant	8	U+1E47	"tɕhi⁵⁵ti²¹ṇ³³,tɕhi⁵⁵ŋɑ²¹ṇ³³,ve⁵⁵ṇ⁵⁵da³³la³³"	NanjianYi,WrittenBurmese
ṽ	ṽ	B	Consonant	41	U+1E7D	"fṽ²¹,jṽ³³so⁴²ɣɯ⁴²,xṽ³¹zɿ³¹la⁵⁵"	JianchuanBai,YongningNaxi
ẽ	ẽ	E	Vowel	235	U+1EBD	"lə³⁵tsuẽ⁵³,nə³⁵tʂẽ⁵³,thiẽ⁵³"	BijiangBai,BijiangNusu,Guiqiong,JianchuanBai,Jinuo,LhasaTibetan,MojiangYi,Muya,Namuyi,NanhuaYi,NanjianYi,RangoonBurmese,TaobaPumi,Xumi,YajiangQueyu
ỹ	ỹ	Y	Vowel	12	U+1EF9	"kỹ¹³ka⁵³,kỹ⁵⁵tʂa⁵³,tỹ¹⁵"	LhasaTibetan,YajiangQueyu
⁴	⁴ +	6 _	Tone Marker	1	U+2074	"miɛ⁴tɯ⁴⁴"	Lisu
⁵	⁵ +	6 _	Tone Marker	2	U+2075	"qɛ⁵ʒuɐ⁵⁵,su̵⁵⁵su̵⁵mə⁵³"	TaobaPumi,Xumi
◦	+	_	Marker	223	U+25E6	"po◦lo,zam◦pa,ɣsom◦bo"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DanbaErgong,Ersu,Guiqiong,Kaman,MaerkangrGyalrong,Maru,MawoQiang,MotuoTsangla,Namuyi,QinghuaPumi,Sulong,Trung,WrittenBurmese,WrittenTibetan,YajiangQueyu
3$	³	6	Tone	1	U+0033 U+0024	"ne¹khɑŋ3"	WrittenBurmese
33	³³ +	4 _	Tone Marker	1	U+0033 U+0033	"o³³ŋgɯ33lu³³"	DafangYi
4$	⁴	6	Tone	1	U+0034 U+0024	"phjɐr4"	MaerkangrGyalrong
44	⁴⁴ +	5 _	Tone Marker	1	U+0034 U+0034	"ɕi44kv⁴⁴ɕi⁴⁴mi⁴²"	DaliBai
A̱	a̠/a	A	Vowel	2	U+0041 U+0331	"dʑo²¹lu²¹mA̱²¹,pA̱²¹le⁵⁵"	MojiangYi,NanhuaYi
^A	a	A	Vowel	1	U+005E U+0041	"A³³ʑo³³"	NanhuaYi
^G	ɢ	K	Consonant	3	U+005E U+0047	"Go⁵⁵iɛ̃⁵⁵,Gu⁵⁵,Gɯ³⁵tø³⁵"	Muya,QinghuaPumi
^a	a	A	Vowel	1088	U+005E U+0061	"a²¹si²¹,a⁵⁵pa̱³¹,a⁵⁵ɯɔ³³ni⁵⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BokarLhoba,CaiyuanHani,DafangYi,DanbaErgong,DazhaiHani,Ersu,Idu,Jingpho,Jinuo,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,Maru,MawoQiang,Muya,Namuyi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Tujia,XideYi,YajiangQueyu,YongningNaxi
^b	b	P	Consonant	1158	U+005E U+0062	"bi◦naŋ◦khu,bja btɕad,bu̵⁵⁵ʑɛ⁵⁵pu̵⁵⁵"	Anong,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,DafangYi,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,Kaman,KhamsTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,Sulong,TaobaPumi,TaopingQiang,Trung,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^c	c	C	Consonant	166	U+005E U+0063	"cçhəm ndzə,cᴀr¹³,cᴀ¹³kɔ⁵³"	AmdoTibetanZeku,Idu,LhasaTibetan,MaerkangrGyalrong,MamaTshona,Sulong,Trung
^d	d	T	Consonant	954	U+005E U+0064	"duk ten,du³³da³¹,dã³⁵do⁵⁵"	Anong,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,DafangYi,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,Kaman,KhamsTibetan,LijiangNaxi,Lisu,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,Sulong,TaobaPumi,TaopingQiang,Trung,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^e	e	E	Vowel	225	U+005E U+0065	"e²²kɑ⁵³,e³¹nɛ³³,e⁵⁵ti⁵⁵"	Achang,Atsi,BijiangBai,BokarLhoba,DaliBai,Darang,DazhaiHani,Guiqiong,Idu,Jingpho,Lisu,MawoQiang,MojiangYi,NanhuaYi,NanjianYi,RangoonBurmese,Trung,WrittenBurmese,XideYi,Xumi,YongningNaxi
^f	f	B	Consonant	225	U+005E U+0066	"fa⁵⁵,fv̩³³ʃɔ³¹,fɑn⁵⁵tui⁵⁵"	Achang,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,DazhaiHani,Ersu,Guiqiong,JianchuanBai,Jinuo,LijiangNaxi,Lisu,Maru,MileYi,MojiangYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,XideYi,YajiangQueyu,YongningNaxi
^g	g	K	Consonant	878	U+005E U+0067	"go¹³ŋa⁵³,gu⁵⁵bə³¹,gɛ⁵⁵mu⁵⁵"	Anong,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,DafangYi,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Kaman,KhamsTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^h	h	H	Consonant	833	U+005E U+0068	"hgə,ho⁵⁵lo⁵⁵khɯn⁵⁵,hĩ³³hĩ⁵⁵"	AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangNusu,BlackLahu,BokarLhoba,DafangYi,Ersu,Idu,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,MawoQiang,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,RangoonBurmese,Sulong,TaobaPumi,TaopingQiang,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^i	i	I	Vowel	306	U+005E U+0069	"i⁵⁵phit⁵⁵,i⁵⁵tsə⁵⁵m̥ə⁵³,i⁵⁵va²¹"	Achang,Anong,Atsi,BijiangNusu,BlackLahu,BokarLhoba,Darang,Ersu,Guiqiong,Idu,Kaman,LhasaTibetan,MamaTshona,MileYi,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,Sulong,TaobaPumi,TaopingQiang,Trung,WrittenBurmese,XideYi
^j	j	J	Consonant	1038	U+005E U+006A	"jo²¹,jɑ̃³³tɕɛ̃⁵³,jɯ me"	AmdoTibetanBlabrang,AmdoTibetanZeku,Atsi,BijiangBai,BokarLhoba,CaiyuanHani,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MotuoTsangla,Muya,Namuyi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,Trung,Tujia,WrittenBurmese,WrittenTibetan,Xumi,YajiangQueyu
^k	k	K	Consonant	2823	U+005E U+006B	"koŋ⁵⁵wɑŋ⁵⁵,kuᴀ̱²¹,kɑt kje³"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^l	l	L	Consonant	2588	U+005E U+006C	"la³³vu³³,le⁵⁵mi³³,lɑk"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^m	m	M	Consonant	3126	U+005E U+006D	"me ɕiŋ,me⁵⁵li⁵⁵,mɯŋ kap"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^n	n	N	Consonant	2062	U+005E U+006E	"nak ɕi,ni⁵⁵ja³³xu̱³¹,no̱²¹ɕi³³tso³³"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^o	o	U	Vowel	180	U+005E U+006F	"o¹³ŋᴀ⁵³,oŋ tɕak,o⁴¹tʃɯ³⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Atsi,BijiangBai,BlackLahu,BokarLhoba,DafangYi,DaliBai,Darang,DazhaiHani,Idu,Jinuo,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MamaTshona,MileYi,NanhuaYi,NanjianYi,RangoonBurmese,Sulong,Tujia,WrittenBurmese,XideYi,Xumi,YongningNaxi
^p	p	P	Consonant	1930	U+005E U+0070	"pe⁵⁵tsɿ⁵³,pir¹³,pi⁵⁵fv³³no³³"	Achang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
^q	q	K	Consonant	247	U+005E U+0071	"qɑŋ¹³tʃɿ³³,qɔ²¹qᴀ¹¹,qɯ²¹"	BijiangBai,BlackLahu,CaiyuanHani,DanbaErgong,Guiqiong,MawoQiang,Muya,Namuyi,QinghuaPumi,TaopingQiang,XideYi,Xumi,YajiangQueyu
^r	r	R	Consonant	650	U+005E U+0072	"ra³¹si⁵⁵,rdo,rɑn²thu²"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DafangYi,Ersu,KhamsTibetan,LhasaTibetan,MaerkangrGyalrong,MamaTshona,MawoQiang,MotuoTsangla,Muya,Sulong,TaobaPumi,WrittenBurmese,WrittenTibetan,Xumi,YajiangQueyu
^s	s	S	Consonant	2545	U+005E U+0073	"saŋ⁵⁵ȵɪ̃¹⁵,se⁵⁵mu⁴⁴tsi⁴⁴lo²¹,sᴀ̱²¹"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
